asin,user_Name,user_Country,reviewText,overall,reviewerID
FSTOHUd-y0,Julia,Vương Quốc Anh,"This hotel is in a beautiful location. It's slightly out of the centre of Hoi An which means it's a little Oasis amongst the hustle and bustle of the old-town. For one of our 3 days (whilst waiting for some clothes to be tailored etc), we spent most of it by the pool here because it was so relaxing. The location where the hotel is located shows a different pace from the central market-town of Hoi-An, so I would really recommend staying here. It was only a short cycle (7-10 mins at a leisurely pace). The staff here were also excellent! Super kind and helpful",5.0,2424
kx27OiIUjS,Hak,Singapore,"The location was good as it was about 10 minutes walking to Notre Dame, Saigon Center and Ben Thanh market. I upgraded the room to a view but I was initially given a room view with the common area balcony. Air conditioner was not working well the first night until I complained that I should be given a refund as I had requested for an upgrade. The restaurant was hidden.",2.5,1792
oMRczHH_SQ,Charlotte,New Zealand,"EVERYTHING! Might be the best hotel I've ever stayed in. The pool was amazing, the pool bar even better. Reception staff very helpful and patient with requests. Very quick room service when I ordered a drink. Room spacious. Lots of water provided in the room. The beach area was lovely. Breakfast was great. We ate at OLA one night, and it was the best paella I've had. Nothing",5.0,818
l8CLWEPePX,Ketsaraporn,Thụy Điển,The room was big and very clean. The owner was very nice and friendly and helpful The hotel wasn't too far from the main street and it was easy to find a local restaurant at a cheap price Nothing,5.0,2612
QSF5R8X7HC,Arnab,Bahrain,NA This review should not be applicable in my case because the hotel had refused to accept booking. com's confirmed booking and did not offer us any room. It's terrible that you reach the hotel in a completely new place with your family with a confirmed booking from booking. com only to find that basically you don't have any booking at all!!!It's really horrific.,0.5,426
GrdOYw0uZf,Pau,Malaysia,"location near to Ben thanh market just walk about 3-5mins very small room and dirty bathroom , only 1 lift for share with 11 level",2.0,3877
hRLOiquB7e,Steven,New Zealand,"Location was good. The security was a great help with bags. Property was very old and tired looking. Not the same as in the pictures on Booking. com. Would not say this is a 4 star accommodation, maybe it once was but not anymore 2 star. Remove all the old looking plants from balcony’s. Very noisy at night from the bars next door. Mr bean bar. My son slip in the pool area. As the flooring they have used is extremely slippery. I also saw another older lady slip over. And a couple more people nearly slip over.",1.5,4649
jVEgd3ntTJ,Ashley,Canada,incredibly unique. staff were amazing. let us check in hours earlier than expected. nothing,5.0,452
gnEvFyv0xi,Jason,Úc,The friendly staff and hotel Nothing,5.0,2187
z37pH0dL4L,Dan,Việt Nam,Perfect place to stay. Helpful staff. Friendly vibes.,5.0,1062
I886nV48VE,Ram,Malaysia,it was located in the middle of town water pressure in the bathroom was very low,2.5,4100
JPbDf1LCYj,Marina,Đức,"The location was perfect, you could walk everything by foot in district one. The bed was super comfy, the room spacious and with a lot of sunlight. Very clean also The staff could speak english better, sometimes it was hard to communicate, when i needed sth. i know im the foreigner, so i should make an effort to learn the local language, but when you stay only a few days its hard.",4.5,3226
C1ajAqsY0D,Sian,Vương Quốc Anh,"lovely nice rooms and very clean, big tvhot showers, not a long mirror",5.0,4501
EjZKo6Zw9-,Valentin,Pháp,"nice family, good moment shared during the dinner and very good food",5.0,5068
4ywo1LP8CO,Giuseppe,Ý,Everything - super friendly host!! Norhing,5.0,1697
tnY7eMNppX,Không tên,New Zealand,"This was a beautiful property with a stunning collection of bonsai. About a 10min walk to h the old town it was a nice way to unwind after the busy centre. We loved the green outlook and the relaxed feel, breakfast next to the pool was good. Staff were attentive but not invasive. Great for kids who need a bit of extra space to run around. There is a coffee shop on the walk to the old quarter called Olivier’s which has the best coffee we’ve had in Vietnam. Definitely worth stopping in.",5.0,2649
T5vqa0RAF4,Maria,Mỹ,The location was amazing and the staff was willing to help with any thing! The room was great for my group of 6 friends! The communication with the staff was a little bit difficult.,4.0,3184
kNRHeueaYN,Quynh,Việt Nam,"Relaxing environment, lots of greenery, spacious pool, airy rooms, and central location",5.0,4056
1k7qGToJ0_,Czuczu,Ba Lan,"Great Homestay in the City Center, with many restaurants, food stalls, bars, coffee places, etc. right next to it. The owner is super friendly and very helpful. We were able to purchase the DMZ tour from her, she prepared breakfast before the tour as it started early in the morning as well before our super early flight from Hue airport. She also organized the transport to the airport. The room was very spacious and clean, and so was the bathroom. Water pressure was the best we encountered in Vietnam. Comfortable big bed, great working fridge, and wifi. I would definitely recommend. Payment possible via card or cash. -",5.0,1037
PIsU_BKLQT,Akina,Nhật Bản,"The room, location and the staffs! The room we had was awesome! Super clean and has modern princess vibe. My friends and I loves how the hotel was close to everything. It’s not we didn’t like it. but it would be great if they add a little bit more to the breakfast. otherwise it was good.",5.0,99
-htxNu3U7E,A,Thái Lan,"The room booked was ""superior twin room with city view"". However, the room assigned could not be considered with ""city view"" when it was actually only a few meters opposite to another tower of the hotel. One can see the room in the opposite tower clearly when curtains are opened.",4.0,6
Dy8yaQf6oa,1994,Mexico,"The bed is so comfortable, we had an excellent sleep. The staff were incredibly kind and friendly throughout our whole stay.",5.0,4
O0oxZVbp4z,Jane,Malaysia,"We had an amazing time with this hotel. Truly 5 stars hotel with perfect and efficient services. Room condition is superb and very clean. Staffs are highly professional with very polite attitude. Thank you for the incredible staycation. Keep up the good job! We will definitely choose this hotel again on next trip to Nha Trang. None, everything was perfect and beyond expectation. Thank you’",5.0,2154
xewoWHUJTS,Rutuja,Ấn Độ,"The Hanoi Paradise Centre Hotel & Spa was a quaint hotel located in the centre of Hanoi, walking distance from any of the lovely attractions that the city has to offer. The Hotel has a very nice staff who were welcoming and helpful. Most of all, we loved the breakfast! The hotel located in a very narrow lane and is easy to miss if you don't have a driver/guide. As the building is very narrow (most buildings in this area are narrow), the bathroom sink is placed within the bedroom, rather than the bathroom, making it slightly inconvenient.",4.5,4291
eqsbtWTVui,Sujoy,Ấn Độ,"This hotel provides free water kept in their lobby fridge free of cost. My room had a work style comfortable chair which was nice. The bed was comfortable to sleep and my room had a large window. The attitude of the evening staff, they are not friendly. The bathroom ceiling were cracked, ventilation shaft was broken and unfiltered. Aircon was not functioning properly and not properly maintained and filtered. One ceiling lamp flickering, door lock broken, and random eves dropping in my room at night. But at the end of the day this was what I got on a short notice. Rest all passable.",2.0,4666
ySFChdTWYL,Jacintha,Singapore,For the price paid very worth it.,4.0,2083
PNuayUwalr,Hueyn,Vương Quốc Anh,"Would certainly stay here again and we have changed our overnight hotel stay before we return back home to this hotel, it’s so welcoming thanks to all the staff for a wonderful stay.",5.0,1950
MdbmCQAcv7,Mohit,Ấn Độ,"Everything was good , well organised Nothing",5.0,3497
ZCoZjWIvth,Nam,Việt Nam,"Khu yên tĩnh Nhân viên đột nhiên mở cửa phòng (đã khoá) trong khi khách hàng đang nghỉ ngơi, khi phát hiện người thì tránh đi. Lúc khách hàng yêu cầu giải thích thì chối, khi chúng tôi đề nghị kiểm tra camera thì họ trốn tránh không muốn. An ninh không tốt. The staff suddenly opened the room door (locked) while the customer was resting. When the customer asked for an explanation, they refused, when we asked to check the camera, they avoided it. Security is not good. The staff suddenly opened the room door (locked) while the customer was resting. When the customer asked for an explanation, they refused, when we asked to check the camera, they avoided it. Security is not good.",1.5,3572
T16BoZq8oE,Jasmine,Ireland (Ai Len),The owners were extremely helpful and friendly. A bit far out but not much of a problem as we rented a scooter at the hotel.,4.0,2182
_8onZghs6K,Burtonbunny,Vương Quốc Anh,Location Breakfast was a bit hit or miss & on last morning nothing was offered us!,3.5,702
